1st Q,1st Q,1st Q,1st Q,1st Q,1st Q
Time,LA Clippers,Unnamed: 2_level_1,Score,Unnamed: 4_level_1,Indiana
12:00.0,Jump ball: B. Lopez vs. J. Huff (D. Jones gains possession),Jump ball: B. Lopez vs. J. Huff (D. Jones gains possession),Jump ball: B. Lopez vs. J. Huff (D. Jones gains possession),Jump ball: B. Lopez vs. J. Huff (D. Jones gains possession),Jump ball: B. Lopez vs. J. Huff (D. Jones gains possession)
1:50.0,K. Dunn makes 2-pt jump shot from 8 ft,+2,81-85,,
1:33.0,,,81-85,,J. Slawson misses 2-pt layup from 3 ft
1:31.0,Defensive rebound by N. Batum,,81-85,,
1:27.0,J. Miller makes 2-pt layup from 1 ft,+2,83-85,,
1:27.0,Shooting foul by A. Nesmith (drawn by J. Miller),,83-85,,
1:27.0,J. Miller makes free throw 1 of 1,+1,84-85,,
1:11.0,,,84-85,,Turnover by B. Sheppard (bad pass; steal by N. Batum)
1:07.0,B. Mathurin misses 3-pt jump shot from 29 ft,,84-85,,
1:04.0,,,84-85,,Defensive rebound by B. Sheppard
0:53.0,,,84-88,+3,A. Nesmith makes 3-pt jump shot from 26 ft (assist by T. McConnell)
0:37.0,J. Miller misses 2-pt layup from 1 ft,,84-88,,
0:35.0,,,84-88,,Defensive rebound by O. Toppin
0:16.0,,,84-88,,O. Toppin misses 3-pt jump shot from 28 ft
0:12.0,,,84-88,,Offensive rebound by A. Nesmith
0:12.0,,,84-88,,Turnover by A. Nesmith (bad pass; steal by J. Miller)
0:12.0,Personal foul by O. Toppin (drawn by K. Dunn),,84-88,,
0:12.0,B. Mathurin misses free throw 1 of 1,,84-88,,
0:12.0,Offensive rebound by Team,,84-88,,
0:12.0,,,84-88,,P. Siakam enters the game for J. Slawson
0:05.0,Personal foul by A. Nesmith (drawn by B. Mathurin),,84-88,,
0:05.0,B. Mathurin makes free throw 1 of 2,+1,85-88,,
0:05.0,B. Mathurin makes free throw 2 of 2,+1,86-88,,
0:00.0,,,86-88,,O. Toppin misses 3-pt jump shot from 30 ft
0:00.0,,,86-88,,Offensive rebound by Team
0:00.0,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter
4th Q,4th Q,4th Q,4th Q,4th Q,4th Q
Time,LA Clippers,,Score,,Indiana
12:00.0,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter
11:42.0,B. Mathurin misses 2-pt dunk from 1 ft,,86-88,,
