date,team,pts,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,ortg,drtg,pace,ftr,3ptar,ts,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,ast_tov,ast_ratio,elo
2024-04-02,Dallas Mavericks,118.86,44.52,89.17,0.5,14.22,37.31,0.38,30.3,51.87,0.58,15.6,21.03,0.73,9.09,35.45,44.55,26.9,7.36,5.62,11.81,17.47,119.74,111.83,99.3,0.24,0.42,0.6,49.46,60.56,7.39,10.13,0.58,10.65,21.3,0.18,2.6,0.32,1627.51
2024-04-04,Dallas Mavericks,117.65,44.2,89.2,0.5,14.24,37.41,0.38,29.96,51.78,0.58,15.01,20.34,0.73,9.03,35.36,44.4,26.89,7.42,5.74,12.04,17.25,118.53,111.5,99.28,0.23,0.42,0.6,49.8,61.03,7.46,10.31,0.58,10.87,21.0,0.17,2.55,0.32,1613.25
2024-04-05,Dallas Mavericks,117.09,43.78,89.51,0.49,14.42,38.11,0.37,29.36,51.4,0.57,15.1,20.21,0.74,9.2,35.77,44.97,26.46,7.4,5.86,12.18,17.29,117.69,110.28,99.54,0.23,0.43,0.6,49.91,60.52,7.42,10.68,0.57,10.96,20.99,0.17,2.48,0.32,1625.78
2024-04-07,Dallas Mavericks,116.47,43.56,89.24,0.49,14.21,37.77,0.37,29.35,51.47,0.57,15.13,20.24,0.74,9.16,35.61,44.77,26.65,7.51,6.07,12.6,17.32,116.85,109.88,99.72,0.23,0.42,0.59,49.98,61.34,7.52,11.01,0.57,11.32,20.96,0.17,2.41,0.32,1635.06
2024-04-09,Dallas Mavericks,118.16,43.63,88.96,0.49,14.24,37.84,0.37,29.39,51.12,0.57,16.66,21.72,0.75,8.93,35.89,44.82,26.23,7.27,6.11,12.89,17.82,117.45,110.62,99.87,0.25,0.43,0.6,49.44,60.33,7.25,11.11,0.57,11.51,20.67,0.19,2.34,0.32,1643.56
2024-04-10,Dallas Mavericks,119.01,44.07,89.16,0.49,14.47,38.64,0.37,29.6,50.51,0.59,16.39,21.54,0.74,9.37,35.99,45.36,26.8,7.2,6.1,12.99,17.89,118.45,110.38,99.76,0.25,0.43,0.6,48.93,60.91,7.19,11.13,0.58,11.57,21.52,0.19,2.35,0.32,1651.83
2024-04-12,Dallas Mavericks,118.51,43.95,88.99,0.49,14.54,39.08,0.37,29.41,49.91,0.59,16.07,21.09,0.75,9.29,35.53,44.82,26.79,7.27,6.18,12.55,17.6,118.84,110.11,99.08,0.24,0.44,0.6,49.33,61.05,7.32,11.37,0.58,11.23,21.37,0.18,2.45,0.32,1678.53
2024-04-14,Dallas Mavericks,116.51,43.44,88.59,0.49,14.05,38.34,0.36,29.39,50.26,0.59,15.58,20.49,0.75,9.26,35.89,45.15,26.36,7.09,6.11,13.06,16.99,116.88,110.0,99.05,0.23,0.43,0.6,49.02,60.73,7.14,11.14,0.57,11.73,21.29,0.18,2.36,0.32,1632.24
2024-10-24,Dallas Mavericks,114.58,42.73,89.18,0.48,13.64,38.45,0.35,29.09,50.73,0.58,15.48,20.25,0.75,9.46,35.49,44.95,26.01,7.13,5.87,13.14,16.91,114.72,111.05,99.39,0.23,0.43,0.58,49.59,60.91,7.16,10.67,0.56,11.74,21.28,0.18,2.31,0.32,1593.08
2024-10-26,Dallas Mavericks,114.92,42.64,90.01,0.48,13.99,38.87,0.36,28.65,51.14,0.56,15.66,20.5,0.75,10.01,35.38,45.39,26.12,7.21,5.81,13.02,17.24,114.88,110.65,99.57,0.23,0.43,0.58,49.6,61.28,7.23,10.59,0.55,11.58,21.96,0.18,2.31,0.32,1596.82
2024-10-28,Dallas Mavericks,113.85,42.17,90.13,0.47,13.91,38.95,0.35,28.26,51.18,0.56,15.61,20.33,0.76,10.12,35.25,45.38,25.79,7.13,5.51,12.72,17.91,114.18,111.1,99.26,0.23,0.43,0.58,49.68,61.16,7.17,10.16,0.55,11.33,22.0,0.18,2.32,0.32,1588.37
2024-10-29,Dallas Mavericks,113.67,42.21,90.4,0.47,13.77,39.0,0.35,28.45,51.4,0.56,15.47,20.15,0.76,10.31,35.41,45.72,25.95,7.29,5.96,12.85,18.31,113.9,110.1,99.36,0.23,0.43,0.57,49.66,61.46,7.32,10.91,0.54,11.42,22.35,0.17,2.3,0.32,1592.06
2024-10-31,Dallas Mavericks,114.08,42.44,90.61,0.47,13.89,38.97,0.35,28.55,51.64,0.56,15.32,19.98,0.76,10.39,34.95,45.35,25.97,7.62,5.75,12.61,18.49,114.6,110.49,99.17,0.22,0.43,0.57,49.77,61.22,7.67,10.63,0.55,11.22,22.63,0.17,2.33,0.32,1616.47
2024-11-03,Dallas Mavericks,113.24,42.19,90.2,0.47,13.64,38.37,0.35,28.55,51.84,0.55,15.22,19.97,0.75,10.38,34.47,44.85,25.69,7.54,5.83,12.48,18.99,114.29,110.59,98.7,0.22,0.42,0.57,50.25,60.88,7.63,10.66,0.54,11.15,22.72,0.17,2.31,0.32,1588.46
2024-11-04,Dallas Mavericks,112.91,42.21,89.89,0.47,13.37,37.91,0.35,28.84,51.98,0.56,15.11,20.14,0.74,10.48,34.91,45.39,25.65,7.61,5.78,12.94,19.21,113.87,108.85,98.79,0.23,0.42,0.57,49.94,60.74,7.68,10.56,0.55,11.53,23.1,0.17,2.24,0.32,1594.63
2024-11-06,Dallas Mavericks,113.51,42.37,89.8,0.47,13.47,37.78,0.35,28.9,52.02,0.56,15.31,20.32,0.75,10.19,34.83,45.02,25.85,7.31,5.57,12.67,19.13,114.26,110.1,99.0,0.23,0.42,0.58,50.12,60.96,7.38,10.16,0.55,11.32,22.48,0.17,2.31,0.32,1567.76
2024-11-08,Dallas Mavericks,113.71,42.44,89.97,0.47,13.38,37.75,0.35,29.07,52.22,0.56,15.45,20.42,0.75,10.12,35.0,45.12,26.25,7.52,5.47,12.9,19.14,113.96,109.16,99.45,0.23,0.42,0.57,50.27,61.76,7.55,10.09,0.55,11.48,22.25,0.17,2.27,0.32,1584.15
2024-11-10,Dallas Mavericks,113.71,42.32,89.4,0.47,13.31,37.56,0.35,29.02,51.84,0.56,15.75,20.54,0.76,9.99,34.77,44.76,25.67,7.37,5.09,12.73,19.36,114.74,110.37,98.85,0.23,0.42,0.58,50.16,60.52,7.43,9.45,0.55,11.4,22.31,0.18,2.23,0.32,1573.51
2024-11-12,Dallas Mavericks,114.05,42.69,89.51,0.48,13.11,37.37,0.35,29.58,52.14,0.57,15.56,20.37,0.76,9.99,34.66,44.65,25.9,7.36,5.12,12.48,19.18,115.32,111.22,98.66,0.23,0.42,0.58,50.3,60.57,7.44,9.44,0.55,11.19,22.34,0.18,2.29,0.32,1567.1
2024-11-14,Dallas Mavericks,114.31,42.77,89.03,0.48,13.03,37.19,0.35,29.74,51.84,0.58,15.73,20.59,0.76,9.72,34.46,44.18,25.96,7.3,4.86,12.85,19.4,115.36,111.67,98.87,0.23,0.42,0.58,50.78,60.6,7.37,8.96,0.55,11.52,21.95,0.18,2.24,0.32,1559.31
2024-11-16,Dallas Mavericks,114.22,42.77,88.74,0.48,13.01,37.41,0.35,29.76,51.33,0.58,15.68,20.59,0.76,9.88,33.43,43.31,25.85,7.56,5.23,13.16,19.32,115.7,112.39,98.52,0.23,0.42,0.58,51.14,60.34,7.67,9.71,0.56,11.8,22.74,0.18,2.18,0.31,1546.25
2024-11-17,Dallas Mavericks,113.95,42.84,89.13,0.48,12.73,37.08,0.34,30.1,52.05,0.58,15.55,20.32,0.76,10.07,33.9,43.97,25.78,7.61,5.37,13.28,19.21,115.46,111.34,98.5,0.23,0.42,0.58,50.84,60.09,7.72,10.09,0.55,11.87,23.11,0.18,2.15,0.31,1551.09
2024-11-19,Dallas Mavericks,114.39,42.63,88.76,0.48,12.65,36.38,0.35,29.98,52.38,0.58,16.5,21.37,0.76,10.59,33.95,44.55,25.2,7.35,5.34,13.54,19.28,116.15,112.22,98.32,0.24,0.41,0.58,49.83,58.99,7.46,10.11,0.55,12.07,24.54,0.19,2.04,0.31,1565.57
2024-11-22,Dallas Mavericks,115.33,42.94,89.07,0.48,12.64,36.02,0.35,30.29,53.04,0.57,16.81,21.69,0.77,10.88,33.85,44.73,25.15,7.62,5.47,13.49,19.01,117.0,111.0,98.4,0.25,0.4,0.59,49.46,58.52,7.73,10.49,0.55,11.99,25.12,0.19,2.03,0.31,1584.92
2024-11-24,Dallas Mavericks,115.9,43.22,89.37,0.48,12.45,35.47,0.35,30.76,53.9,0.57,17.01,21.89,0.77,11.01,33.71,44.72,25.08,7.88,5.43,13.51,19.29,117.36,111.56,98.58,0.25,0.4,0.59,49.4,58.0,7.98,10.35,0.55,11.96,25.6,0.19,2.01,0.31,1602.29
2024-11-25,Dallas Mavericks,115.9,43.2,90.37,0.48,12.17,35.67,0.34,31.03,54.7,0.57,17.33,22.23,0.77,11.28,34.36,45.64,25.35,7.77,5.64,13.54,19.62,116.37,111.42,98.82,0.25,0.39,0.58,49.41,58.63,7.81,10.51,0.55,11.88,25.55,0.19,2.02,0.31,1584.21
2024-11-27,Dallas Mavericks,116.91,43.48,90.62,0.48,12.39,35.6,0.35,31.09,55.02,0.57,17.56,22.33,0.78,11.23,34.8,46.03,25.24,7.64,5.78,13.82,19.25,116.58,111.28,99.55,0.25,0.39,0.58,48.95,58.02,7.65,10.55,0.55,12.06,25.61,0.2,1.98,0.3,1599.35
2024-11-30,Dallas Mavericks,117.77,43.83,90.2,0.49,12.63,35.29,0.36,31.2,54.92,0.57,17.48,22.3,0.78,11.15,34.59,45.74,25.41,7.54,5.65,13.76,19.66,117.77,111.92,99.32,0.25,0.39,0.59,48.56,57.98,7.56,10.27,0.56,12.06,25.81,0.2,1.99,0.3,1606.73
2024-12-01,Dallas Mavericks,117.07,43.67,90.26,0.49,12.79,35.56,0.36,30.89,54.7,0.57,16.93,21.83,0.77,11.24,34.7,45.94,25.66,7.82,5.63,13.79,19.79,117.34,111.05,99.12,0.24,0.39,0.59,48.79,58.79,7.87,10.23,0.56,12.1,25.9,0.19,1.99,0.31,1612.24
2024-12-03,Dallas Mavericks,118.0,43.92,90.11,0.49,13.1,35.56,0.37,30.82,54.55,0.57,17.06,22.02,0.77,11.09,33.98,45.07,26.19,8.2,5.25,13.7,19.4,118.28,112.09,99.26,0.25,0.39,0.59,49.25,59.6,8.23,9.54,0.56,12.04,25.71,0.19,2.04,0.31,1618.39
2024-12-05,Dallas Mavericks,118.0,43.51,89.48,0.49,13.04,35.16,0.37,30.47,54.32,0.56,17.94,23.47,0.76,11.23,33.98,45.21,25.93,8.21,5.41,14.42,19.65,117.76,111.93,99.76,0.27,0.39,0.59,49.03,59.6,8.21,9.8,0.56,12.54,26.23,0.2,1.96,0.31,1628.08
2024-12-07,Dallas Mavericks,119.27,43.8,89.48,0.49,13.46,35.24,0.38,30.34,54.24,0.56,18.22,23.8,0.76,11.39,34.73,46.12,25.98,8.19,5.81,14.61,19.49,118.69,111.17,100.05,0.27,0.39,0.6,48.4,59.33,8.17,10.41,0.57,12.68,26.72,0.21,1.92,0.31,1631.19
2024-12-10,Dallas Mavericks,119.95,43.49,89.01,0.49,13.74,35.96,0.38,29.75,53.06,0.56,19.22,24.79,0.77,11.59,34.87,46.46,25.71,8.35,5.95,14.76,19.39,119.25,111.53,100.17,0.28,0.41,0.6,48.1,59.1,8.31,10.72,0.57,12.79,27.07,0.22,1.88,0.3,1636.21
2024-12-15,Dallas Mavericks,119.25,43.26,88.34,0.49,13.88,35.91,0.39,29.38,52.43,0.56,18.85,24.47,0.76,11.28,35.06,46.35,25.73,8.46,5.73,15.02,18.97,118.71,111.84,100.04,0.28,0.41,0.6,48.4,59.53,8.44,10.35,0.57,13.11,26.46,0.22,1.86,0.3,1628.66
2024-12-19,Dallas Mavericks,120.79,43.86,88.11,0.5,14.27,36.14,0.39,29.58,51.97,0.57,18.81,24.51,0.76,11.14,35.2,46.33,26.39,8.42,5.68,15.13,18.51,120.23,113.2,100.07,0.28,0.41,0.61,48.09,60.1,8.4,10.34,0.58,13.21,26.75,0.22,1.87,0.31,1653.89
2024-12-21,Dallas Mavericks,119.29,43.29,87.92,0.49,13.79,35.66,0.38,29.5,52.26,0.57,18.92,24.8,0.76,10.92,34.99,45.91,26.08,8.49,5.68,15.05,18.06,118.76,113.5,100.06,0.29,0.41,0.6,48.46,60.2,8.47,10.35,0.57,13.16,26.15,0.22,1.85,0.31,1607.03
2024-12-23,Dallas Mavericks,118.98,43.08,87.85,0.49,13.82,35.56,0.39,29.26,52.29,0.56,18.99,24.7,0.77,10.9,34.76,45.66,25.99,8.71,5.56,14.92,18.02,118.76,112.76,99.82,0.28,0.41,0.6,48.43,60.3,8.72,10.29,0.57,13.08,26.11,0.22,1.85,0.31,1623.9
2024-12-25,Dallas Mavericks,119.83,43.4,87.93,0.49,13.67,35.53,0.38,29.73,52.4,0.57,19.38,25.39,0.76,11.03,34.38,45.41,26.07,8.75,5.49,14.72,18.2,119.5,112.32,99.93,0.29,0.41,0.61,48.77,60.07,8.75,10.08,0.57,12.89,26.28,0.22,1.89,0.31,1626.67
2024-12-27,Dallas Mavericks,118.68,42.97,87.91,0.49,13.85,36.07,0.38,29.12,51.83,0.56,18.89,24.5,0.78,11.04,34.31,45.35,25.4,8.6,5.64,14.66,17.76,118.85,112.4,99.48,0.28,0.41,0.6,48.85,58.92,8.62,10.37,0.57,12.89,26.06,0.22,1.83,0.3,1601.23
2024-12-28,Dallas Mavericks,117.46,42.47,87.42,0.49,13.77,35.96,0.38,28.7,51.46,0.56,18.76,24.03,0.79,10.76,34.21,44.98,25.32,8.43,5.6,14.64,17.54,118.15,111.67,99.01,0.28,0.41,0.6,49.01,59.55,8.49,10.38,0.57,12.97,25.57,0.22,1.82,0.3,1611.2
2024-12-30,Dallas Mavericks,117.69,42.48,87.51,0.49,13.83,36.08,0.38,28.65,51.43,0.56,18.9,24.16,0.79,10.78,33.95,44.73,24.93,8.32,5.92,14.6,17.77,118.24,112.28,99.14,0.28,0.41,0.6,49.37,58.64,8.37,10.75,0.56,12.93,25.49,0.22,1.79,0.3,1596.69
2025-01-01,Dallas Mavericks,116.54,41.78,86.7,0.48,13.72,35.71,0.38,28.06,50.99,0.55,19.27,24.53,0.79,10.23,33.91,44.14,24.32,8.27,6.4,14.83,17.91,116.95,112.16,99.31,0.29,0.41,0.6,50.14,58.1,8.31,11.32,0.56,13.19,24.22,0.22,1.73,0.3,1584.12
2025-01-03,Dallas Mavericks,115.47,41.69,86.01,0.48,13.57,35.22,0.38,28.12,50.8,0.55,18.53,24.0,0.77,9.99,33.82,43.81,24.06,8.36,6.83,15.22,18.0,115.64,111.8,99.53,0.28,0.41,0.6,49.99,57.57,8.39,11.91,0.56,13.64,23.74,0.22,1.68,0.29,1566.17
2025-01-06,Dallas Mavericks,115.9,41.72,86.91,0.48,13.51,35.81,0.38,28.21,51.09,0.55,18.95,24.47,0.77,10.73,33.72,44.46,24.34,8.03,6.66,15.07,17.95,115.85,112.93,99.73,0.28,0.41,0.59,49.72,58.19,8.04,11.62,0.56,13.43,24.64,0.22,1.71,0.3,1548.87
2025-01-07,Dallas Mavericks,115.14,41.59,87.68,0.48,13.5,35.84,0.38,28.09,51.84,0.54,18.45,23.87,0.77,10.92,33.96,44.89,24.37,7.99,6.81,15.04,18.16,114.84,112.95,99.99,0.27,0.41,0.59,49.81,58.46,7.99,11.96,0.55,13.34,24.66,0.21,1.71,0.3,1527.63
2025-01-09,Dallas Mavericks,115.41,41.82,87.61,0.48,13.82,35.93,0.38,28.0,51.68,0.54,17.95,23.28,0.77,10.94,34.09,45.02,24.68,7.9,6.33,14.89,18.02,115.85,112.45,99.44,0.27,0.41,0.59,49.24,58.86,7.93,11.09,0.56,13.26,24.85,0.21,1.75,0.3,1551.07
2025-01-12,Dallas Mavericks,115.62,41.68,87.56,0.48,13.64,35.59,0.38,28.04,51.98,0.54,18.62,23.82,0.78,11.25,34.22,45.48,24.75,7.9,6.36,14.83,18.01,116.25,112.78,99.29,0.27,0.41,0.59,48.97,59.25,7.95,11.13,0.56,13.2,25.54,0.21,1.75,0.3,1555.46
2025-01-14,Dallas Mavericks,114.65,41.27,87.44,0.47,13.57,35.58,0.38,27.7,51.86,0.54,18.53,23.78,0.78,10.96,33.88,44.84,24.98,7.9,6.29,14.64,18.12,115.27,112.71,99.28,0.27,0.41,0.59,49.83,60.59,7.94,10.93,0.55,13.05,24.74,0.21,1.79,0.31,1531.74
2025-01-15,Dallas Mavericks,113.46,40.98,87.53,0.47,13.27,35.4,0.37,27.71,52.13,0.53,18.22,23.66,0.77,10.73,33.1,43.84,25.11,8.26,6.27,14.51,18.08,114.05,113.35,99.31,0.27,0.41,0.58,50.76,61.36,8.31,10.9,0.55,12.94,24.14,0.21,1.82,0.31,1507.58
2025-01-17,Dallas Mavericks,113.56,41.07,87.65,0.47,13.24,35.48,0.37,27.82,52.17,0.53,18.19,23.73,0.76,10.54,33.39,43.93,25.25,8.28,6.07,14.7,17.96,113.84,113.36,99.6,0.27,0.41,0.58,50.85,61.55,8.3,10.55,0.55,13.06,23.73,0.21,1.8,0.31,1490.96
2025-01-20,Dallas Mavericks,113.05,40.77,86.61,0.47,13.48,35.8,0.38,27.29,50.81,0.54,18.03,23.61,0.76,10.19,33.52,43.71,25.19,8.49,6.1,14.87,17.88,113.87,112.78,99.24,0.27,0.42,0.58,50.91,61.89,8.56,10.86,0.55,13.34,23.21,0.21,1.78,0.31,1505.65
2025-01-22,Dallas Mavericks,112.37,40.52,86.6,0.47,12.97,35.56,0.36,27.55,51.04,0.54,18.36,23.8,0.77,10.58,33.53,44.11,24.8,8.62,6.2,14.78,17.74,113.54,112.94,98.92,0.28,0.41,0.58,50.86,61.23,8.72,11.03,0.54,13.26,23.86,0.21,1.75,0.31,1482.94
2025-01-23,Dallas Mavericks,112.32,40.73,86.83,0.47,12.61,35.17,0.36,28.12,51.66,0.55,18.24,23.53,0.77,10.35,33.37,43.72,24.72,8.41,6.09,14.82,17.87,113.43,113.08,98.97,0.27,0.41,0.58,50.92,60.76,8.51,10.86,0.54,13.27,23.49,0.21,1.74,0.31,1476.35
2025-01-25,Dallas Mavericks,112.99,40.61,85.94,0.47,12.69,34.86,0.36,27.92,51.08,0.55,19.07,24.47,0.78,10.17,33.45,43.62,24.68,8.41,5.89,15.17,18.29,113.99,113.39,99.07,0.29,0.41,0.59,50.41,60.84,8.5,10.54,0.55,13.6,23.52,0.22,1.7,0.31,1493.47
2025-01-27,Dallas Mavericks,112.33,40.42,86.05,0.47,12.33,34.01,0.36,28.08,52.04,0.54,19.16,24.67,0.77,10.39,33.72,44.11,24.14,7.94,6.1,15.06,18.43,113.55,114.07,98.87,0.29,0.4,0.58,50.4,59.78,8.03,11.01,0.54,13.49,23.82,0.23,1.67,0.3,1475.2
2025-01-29,Dallas Mavericks,113.4,40.99,86.5,0.47,12.84,34.78,0.37,28.15,51.71,0.55,18.56,23.94,0.77,10.52,33.99,44.51,25.12,7.75,6.14,14.74,18.46,114.69,113.77,98.82,0.28,0.4,0.59,50.24,61.07,7.84,10.98,0.55,13.24,24.06,0.22,1.78,0.31,1478.2
2025-01-31,Dallas Mavericks,114.66,41.63,87.08,0.48,13.24,35.3,0.37,28.39,51.79,0.55,18.17,23.45,0.77,10.85,33.92,44.77,25.41,7.63,6.07,15.01,18.38,115.66,115.15,99.05,0.27,0.41,0.59,49.78,60.9,7.71,10.76,0.55,13.39,24.88,0.21,1.77,0.31,1483.04
2025-02-02,Dallas Mavericks,113.67,41.34,87.13,0.47,13.04,35.03,0.37,28.3,52.1,0.55,17.93,23.13,0.77,11.14,33.61,44.75,25.09,7.37,6.5,15.17,18.11,114.99,115.66,98.76,0.27,0.4,0.58,49.92,60.51,7.46,11.21,0.55,13.52,25.49,0.21,1.73,0.31,1460.85
2025-02-04,Dallas Mavericks,112.91,41.28,88.25,0.47,12.75,35.55,0.36,28.53,52.7,0.54,17.6,22.64,0.78,11.1,33.65,44.76,24.88,7.26,6.32,14.71,17.7,113.81,116.97,99.21,0.26,0.4,0.58,50.1,60.09,7.32,10.97,0.54,13.08,25.02,0.2,1.78,0.31,1452.44
2025-02-06,Dallas Mavericks,112.73,41.06,88.03,0.47,12.54,35.31,0.35,28.52,52.72,0.54,18.08,23.16,0.78,11.36,33.3,44.66,24.68,7.3,6.19,14.52,17.85,114.09,117.33,98.84,0.27,0.4,0.58,49.76,59.97,7.4,10.75,0.54,12.92,25.74,0.21,1.79,0.31,1444.75
2025-02-08,Dallas Mavericks,113.85,41.65,88.04,0.47,12.76,35.22,0.36,28.89,52.83,0.55,17.79,22.76,0.78,11.17,32.89,44.06,25.2,7.4,6.06,14.3,17.73,115.44,117.74,98.66,0.26,0.4,0.58,49.96,60.3,7.5,10.57,0.55,12.76,25.54,0.21,1.87,0.31,1477.05
2025-02-10,Dallas Mavericks,113.96,41.48,87.7,0.47,12.69,34.41,0.37,28.78,53.29,0.54,18.31,23.51,0.78,11.22,32.77,43.99,24.98,7.12,6.86,13.77,17.75,116.17,117.74,98.18,0.27,0.39,0.58,50.18,60.01,7.24,11.52,0.55,12.32,25.77,0.21,1.98,0.31,1503.77
2025-02-12,Dallas Mavericks,114.63,41.88,88.14,0.48,12.85,34.57,0.37,29.03,53.57,0.54,18.02,23.41,0.77,10.79,32.51,43.29,25.34,7.34,6.71,13.76,17.8,115.91,117.74,98.3,0.27,0.39,0.58,50.81,60.26,7.39,11.2,0.55,12.27,24.79,0.21,2.0,0.31,1492.13
2025-02-13,Dallas Mavericks,114.52,41.94,88.07,0.48,12.95,34.57,0.38,28.99,53.5,0.54,17.7,22.99,0.77,10.66,32.35,43.02,25.09,7.46,6.71,13.86,17.74,115.84,117.25,98.31,0.27,0.39,0.58,51.16,59.65,7.52,11.18,0.55,12.38,24.62,0.2,1.96,0.31,1505.99
2025-02-21,Dallas Mavericks,114.91,42.27,88.28,0.48,12.96,34.67,0.38,29.31,53.61,0.55,17.41,22.59,0.77,10.73,32.12,42.84,25.29,7.45,6.43,13.86,17.73,116.36,117.5,98.25,0.26,0.39,0.59,51.17,59.64,7.52,10.69,0.55,12.38,25.01,0.2,1.97,0.31,1516.58
2025-02-23,Dallas Mavericks,114.53,41.9,88.11,0.48,13.13,35.24,0.37,28.77,52.88,0.55,17.61,22.85,0.77,10.55,32.6,43.16,25.53,7.5,6.23,13.89,17.72,115.84,116.39,98.42,0.26,0.4,0.58,51.24,60.86,7.56,10.35,0.55,12.4,24.51,0.2,1.97,0.31,1523.5
2025-02-25,Dallas Mavericks,113.85,41.75,87.85,0.48,13.12,35.06,0.38,28.63,52.78,0.54,17.23,22.52,0.76,10.43,32.68,43.11,25.52,7.46,6.0,14.12,17.98,115.15,117.18,98.45,0.26,0.4,0.58,51.48,61.11,7.52,10.03,0.55,12.63,24.17,0.2,1.94,0.31,1498.57
2025-02-27,Dallas Mavericks,113.03,41.32,88.67,0.47,13.4,35.73,0.38,27.93,52.94,0.53,16.99,21.97,0.78,10.72,32.58,43.3,25.44,7.41,6.26,13.91,17.69,114.47,116.82,98.34,0.25,0.4,0.58,51.8,61.59,7.48,10.81,0.54,12.4,24.28,0.19,1.95,0.31,1489.12
2025-03-01,Dallas Mavericks,112.27,41.22,89.09,0.46,13.25,35.64,0.37,27.97,53.45,0.53,16.59,21.49,0.77,10.56,32.94,43.51,25.24,7.76,6.33,13.61,17.27,113.58,115.22,98.48,0.25,0.4,0.57,51.98,61.26,7.82,10.78,0.54,12.15,23.81,0.19,1.99,0.31,1494.75
2025-03-03,Dallas Mavericks,112.68,41.35,89.11,0.47,13.09,35.91,0.37,28.26,53.19,0.53,16.89,21.81,0.78,10.37,32.37,42.74,25.24,7.72,5.96,13.42,17.59,113.96,116.33,98.53,0.25,0.4,0.57,52.58,61.05,7.78,10.15,0.54,11.98,23.4,0.19,2.01,0.31,1466.2
2025-03-05,Dallas Mavericks,111.65,40.89,88.33,0.46,12.63,35.22,0.36,28.26,53.11,0.53,17.25,22.06,0.78,10.14,32.21,42.35,25.38,7.55,5.7,13.47,17.31,113.34,117.58,98.14,0.25,0.4,0.57,52.51,62.27,7.63,9.72,0.54,12.1,23.14,0.2,2.01,0.32,1456.06
2025-03-07,Dallas Mavericks,111.29,41.17,88.97,0.46,12.68,35.52,0.36,28.49,53.45,0.53,16.27,21.18,0.76,9.74,31.68,41.42,25.68,7.9,5.51,13.24,17.02,112.48,118.44,98.63,0.24,0.4,0.57,53.4,62.53,7.93,9.43,0.54,11.89,22.11,0.19,2.07,0.32,1440.08
2025-03-09,Dallas Mavericks,111.41,40.97,89.47,0.46,12.84,35.89,0.36,28.13,53.58,0.53,16.62,21.33,0.77,9.85,31.87,41.72,25.55,7.85,5.62,13.18,16.73,112.24,118.43,98.99,0.24,0.4,0.56,53.53,62.51,7.86,9.37,0.53,11.79,22.1,0.19,2.07,0.32,1419.22
2025-03-10,Dallas Mavericks,111.87,41.15,89.36,0.46,13.15,36.33,0.36,27.99,53.03,0.53,16.42,20.98,0.77,9.55,31.67,41.22,25.76,7.79,5.38,12.79,16.49,112.92,119.14,98.82,0.24,0.41,0.57,53.76,62.71,7.81,8.98,0.54,11.49,21.46,0.19,2.2,0.32,1408.43
2025-03-12,Dallas Mavericks,113.23,41.52,89.25,0.47,13.09,36.45,0.36,28.43,52.81,0.54,17.11,21.54,0.78,9.61,31.51,41.12,25.69,7.58,5.19,12.63,16.59,114.38,119.93,98.76,0.25,0.41,0.57,53.42,62.06,7.62,8.69,0.54,11.35,21.94,0.2,2.21,0.32,1420.52
2025-03-14,Dallas Mavericks,113.51,41.81,88.87,0.47,13.05,36.09,0.36,28.76,52.79,0.55,16.85,21.24,0.78,9.23,31.22,40.45,25.98,7.57,4.84,12.95,16.28,114.37,120.35,99.02,0.24,0.41,0.58,53.88,62.29,7.58,8.06,0.55,11.66,21.12,0.19,2.18,0.32,1411.92
2025-03-16,Dallas Mavericks,112.47,41.67,89.23,0.47,12.79,35.2,0.36,28.88,54.03,0.54,16.33,20.58,0.78,8.95,30.97,39.92,25.27,7.29,4.89,12.61,15.96,113.21,121.22,99.13,0.23,0.39,0.57,54.73,60.67,7.3,8.01,0.54,11.38,20.33,0.19,2.16,0.32,1396.85
2025-03-19,Dallas Mavericks,113.3,41.92,89.07,0.47,12.67,35.19,0.36,29.25,53.88,0.55,16.78,21.23,0.78,9.05,31.25,40.3,25.34,7.1,4.78,12.74,16.11,113.76,121.61,99.38,0.24,0.4,0.58,54.21,60.49,7.1,7.85,0.54,11.47,20.69,0.19,2.14,0.32,1384.43
2025-03-21,Dallas Mavericks,114.38,42.36,89.19,0.48,12.55,34.71,0.36,29.81,54.48,0.55,17.11,21.77,0.78,8.94,31.39,40.33,25.19,7.0,4.5,12.68,16.66,114.5,122.23,99.67,0.25,0.39,0.58,53.92,59.63,6.99,7.38,0.55,11.38,20.49,0.19,2.13,0.31,1378.57
2025-03-24,Dallas Mavericks,115.04,42.38,88.61,0.48,12.58,34.83,0.36,29.8,53.78,0.56,17.7,22.62,0.78,8.98,31.51,40.49,25.27,7.26,4.63,13.15,16.57,114.89,121.62,99.91,0.26,0.39,0.58,53.57,59.79,7.22,7.49,0.55,11.76,20.92,0.2,2.08,0.31,1403.19
2025-03-25,Dallas Mavericks,115.18,42.74,88.48,0.48,12.33,34.47,0.36,30.4,54.01,0.57,17.37,22.22,0.78,9.07,31.33,40.4,25.7,7.46,4.38,13.02,16.42,115.63,120.91,99.45,0.26,0.39,0.59,53.24,60.21,7.48,7.12,0.55,11.68,21.31,0.2,2.13,0.31,1435.06
