style,tip
top:162px;left:336px;,"3rd quarter, 3:31.0 remaining<br>Gary Trent Jr. made 2-pointer from 16 ft<br>Milwaukee now trails 72-92"
top:237px;left:374px;,"3rd quarter, 2:53.0 remaining<br>Ryan Rollins missed 3-pointer from 25 ft<br>Milwaukee trails 72-94"
top:56px;left:4px;,"3rd quarter, 2:08.0 remaining<br>Andre Jackson Jr. made 3-pointer from 24 ft<br>Milwaukee now trails 75-97"
top:19px;left:461px;,"3rd quarter, 1:21.0 remaining<br>Andre Jackson Jr. made 3-pointer from 22 ft<br>Milwaukee now trails 78-100"
top:65px;left:9px;,"3rd quarter, 0:51.0 remaining<br>Andre Jackson Jr. missed 3-pointer from 23 ft<br>Milwaukee trails 78-102"
top:247px;left:367px;,"3rd quarter, 0:39.0 remaining<br>Taurean Prince missed 3-pointer from 25 ft<br>Milwaukee trails 78-102"
top:283px;left:225px;,"4th quarter, 11:33.0 remaining<br>A.J. Green missed 3-pointer from 25 ft<br>Milwaukee trails 79-104"
top:174px;left:190px;,"4th quarter, 11:07.0 remaining<br>Andre Jackson Jr. missed 2-pointer from 15 ft<br>Milwaukee trails 79-106"
top:208px;left:33px;,"4th quarter, 10:49.0 remaining<br>Andre Jackson Jr. missed 3-pointer from 27 ft<br>Milwaukee trails 79-106"
top:22px;left:472px;,"4th quarter, 10:19.0 remaining<br>A.J. Green missed 3-pointer from 23 ft<br>Milwaukee trails 79-109"
top:19px;left:471px;,"4th quarter, 8:47.0 remaining<br>Myles Turner missed 3-pointer from 23 ft<br>Milwaukee trails 79-113"
top:188px;left:30px;,"4th quarter, 8:29.0 remaining<br>Taurean Prince missed 3-pointer from 26 ft<br>Milwaukee trails 79-113"
top:133px;left:104px;,"4th quarter, 7:57.0 remaining<br>Ousmane Dieng missed 2-pointer from 17 ft<br>Milwaukee trails 79-113"
top:39px;left:234px;,"4th quarter, 7:28.0 remaining<br>Ousmane Dieng made 2-pointer from 1 ft<br>Milwaukee now trails 81-113"
top:284px;left:250px;,"4th quarter, 6:52.0 remaining<br>Ousmane Dieng missed 3-pointer from 25 ft<br>Milwaukee trails 81-114"
top:90px;left:10px;,"4th quarter, 6:21.0 remaining<br>A.J. Green made 3-pointer from 24 ft<br>Milwaukee now trails 84-116"
top:37px;left:468px;,"4th quarter, 5:33.0 remaining<br>Cormac Ryan missed 3-pointer from 23 ft<br>Milwaukee trails 84-119"
top:104px;left:461px;,"4th quarter, 4:39.0 remaining<br>Andre Jackson Jr. missed 3-pointer from 23 ft<br>Milwaukee trails 84-120"
top:88px;left:302px;,"4th quarter, 3:36.0 remaining<br>Andre Jackson Jr. made 2-pointer from 8 ft<br>Milwaukee now trails 86-122"
top:216px;left:36px;,"4th quarter, 3:09.0 remaining<br>Andre Jackson Jr. made 3-pointer from 28 ft<br>Milwaukee now trails 89-122"
top:247px;left:366px;,"4th quarter, 2:24.0 remaining<br>A.J. Green missed 3-pointer from 25 ft<br>Milwaukee trails 89-122"
top:178px;left:177px;,"4th quarter, 2:18.0 remaining<br>Cormac Ryan missed 2-pointer from 16 ft<br>Milwaukee trails 89-122"
top:147px;left:18px;,"4th quarter, 1:56.0 remaining<br>Taurean Prince missed 3-pointer from 25 ft<br>Milwaukee trails 89-123"
top:51px;left:247px;,"4th quarter, 1:54.0 remaining<br>Jericho Sims made 2-pointer from 2 ft<br>Milwaukee now trails 91-123"
top:49px;left:244px;,"4th quarter, 1:13.0 remaining<br>Taurean Prince made 2-pointer from 2 ft<br>Milwaukee now trails 93-125"
top:63px;left:240px;,"4th quarter, 0:42.0 remaining<br>Jericho Sims made 2-pointer from 3 ft<br>Milwaukee now trails 95-127"
