1st Q,1st Q,1st Q,1st Q,1st Q,1st Q
7:02.0,T. Herro enters the game for K. JakuÄionis,,113-118,,
7:02.0,D. Mitchell enters the game for A. Wiggins,,113-118,,
7:02.0,,,113-118,,A. Nembhard enters the game for T. McConnell
7:02.0,,,113-119,+1,P. Siakam makes free throw 2 of 2
6:40.0,T. Herro misses 3-pt jump shot from 29 ft,,113-119,,
6:37.0,Offensive rebound by J. Jaquez,,113-119,,
6:34.0,J. Jaquez misses 3-pt jump shot from 26 ft,,113-119,,
6:31.0,,,113-119,,Defensive rebound by P. Siakam
6:24.0,,,113-119,,J. Slawson misses 2-pt jump shot from 21 ft
6:21.0,,,113-119,,Offensive rebound by P. Siakam
6:18.0,,,113-119,,P. Siakam misses 3-pt jump shot from 24 ft
6:15.0,Defensive rebound by B. Adebayo,,113-119,,
6:06.0,B. Adebayo misses 2-pt jump shot from 11 ft,,113-119,,
6:04.0,,,113-119,,Defensive rebound by P. Siakam
6:01.0,,,113-121,+2,A. Nembhard makes 2-pt layup from 3 ft (assist by P. Siakam)
5:44.0,B. Adebayo makes 2-pt layup from 3 ft,+2,115-121,,
5:34.0,,,115-121,,P. Siakam misses 2-pt jump shot from 12 ft
5:32.0,Defensive rebound by B. Adebayo,,115-121,,
5:23.0,T. Herro misses 2-pt layup from 5 ft,,115-121,,
5:21.0,,,115-121,,Defensive rebound by Team
5:21.0,A. Wiggins enters the game for J. Jaquez,,115-121,,
5:08.0,,,115-123,+2,J. Huff makes 2-pt jump shot from 8 ft (assist by J. Slawson)
5:07.0,Miami full timeout,,115-123,,
5:07.0,,,115-123,,K. Brown enters the game for P. Siakam
4:50.0,A. Wiggins misses 3-pt jump shot from 29 ft,,115-123,,
4:46.0,,,115-123,,Defensive rebound by J. Huff
4:25.0,,,115-123,,A. Nembhard misses 3-pt jump shot from 29 ft
4:23.0,Defensive rebound by B. Adebayo,,115-123,,
4:13.0,B. Adebayo misses 3-pt jump shot from 23 ft,,115-123,,
4:10.0,,,115-123,,Defensive rebound by B. Sheppard
4:05.0,,,115-123,,Personal foul by D. Mitchell (drawn by A. Nembhard)
4:05.0,,,115-123,,P. Siakam enters the game for J. Slawson
3:56.0,,,115-123,,A. Nembhard misses 2-pt layup from 2 ft (block by A. Wiggins)
3:55.0,,,115-123,,Offensive rebound by Team
3:54.0,,,115-123,,K. Brown misses 3-pt jump shot from 23 ft
3:52.0,Defensive rebound by D. Mitchell,,115-123,,
3:39.0,T. Herro misses 2-pt jump shot from 8 ft,,115-123,,
3:37.0,,,115-123,,Defensive rebound by P. Siakam
3:31.0,,,115-123,,Personal foul by D. Mitchell (drawn by P. Siakam)
3:31.0,Technical foul by D. Mitchell,,115-123,,
3:31.0,,,115-124,+1,A. Nembhard makes technical free throw
3:22.0,,,115-126,+2,J. Huff makes 2-pt jump shot from 21 ft (assist by K. Brown)
3:06.0,D. Mitchell misses 2-pt layup from 4 ft,,115-126,,
3:05.0,,,115-126,,Defensive rebound by P. Siakam
3:00.0,,,115-126,,Shooting foul by B. Adebayo (drawn by P. Siakam)
3:00.0,,,115-127,+1,P. Siakam makes free throw 1 of 2
3:00.0,,,115-128,+1,P. Siakam makes free throw 2 of 2
2:50.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by T. Herro),+2,117-128,,
2:36.0,,,117-130,+2,P. Siakam makes 2-pt jump shot from 11 ft
2:28.0,B. Adebayo misses 2-pt jump shot from 6 ft,,117-130,,
2:26.0,,,117-130,,Defensive rebound by P. Siakam
2:04.0,,,117-133,+3,A. Nembhard makes 3-pt jump shot from 24 ft (assist by B. Sheppard)
2:02.0,Miami full timeout,,117-133,,
1:45.0,B. Adebayo misses 2-pt hook shot from 6 ft,,117-133,,
1:43.0,,,117-133,,Defensive rebound by J. Huff
1:24.0,,,117-133,,P. Siakam misses 2-pt jump shot from 15 ft
1:22.0,Defensive rebound by B. Adebayo,,117-133,,
1:17.0,D. Mitchell misses 3-pt jump shot from 26 ft,,117-133,,
1:14.0,,,117-133,,Defensive rebound by Team
1:00.0,,,117-133,,P. Siakam misses 3-pt jump shot from 23 ft
0:58.0,Defensive rebound by P. Larsson,,117-133,,
0:48.0,Shooting foul by J. Huff (drawn by D. Mitchell),,117-133,,
0:48.0,D. Mitchell misses free throw 1 of 2,,117-133,,
0:48.0,Offensive rebound by Team,,117-133,,
0:48.0,D. Mitchell makes free throw 2 of 2,+1,118-133,,
0:31.0,Violation by Team (kicked ball),,118-133,,
0:22.0,,,118-135,+2,P. Siakam makes 2-pt layup from 2 ft (assist by A. Nembhard)
0:14.0,B. Adebayo misses 3-pt jump shot from 25 ft,,118-135,,
0:11.0,,,118-135,,Defensive rebound by A. Nembhard
0:00.0,End of 4th quarter,End of 4th quarter,End of 4th quarter,End of 4th quarter,End of 4th quarter
