1st Q,1st Q,1st Q,1st Q,1st Q,1st Q
Time,New Orleans,Unnamed: 2_level_1,Score,Unnamed: 4_level_1,Toronto
12:00.0,Jump ball: Y. Missi vs. J. Poeltl (S. Barnes gains possession),Jump ball: Y. Missi vs. J. Poeltl (S. Barnes gains possession),Jump ball: Y. Missi vs. J. Poeltl (S. Barnes gains possession),Jump ball: Y. Missi vs. J. Poeltl (S. Barnes gains possession),Jump ball: Y. Missi vs. J. Poeltl (S. Barnes gains possession)
7:35.0,J. Fears makes free throw 1 of 2,+1,57-71,,
7:35.0,,,57-71,,J. Shead enters the game for J. Walter
7:35.0,J. Fears makes free throw 2 of 2,+1,58-71,,
7:20.0,,,58-71,,J. Poeltl misses 2-pt dunk from 1 ft
7:15.0,,,58-71,,Offensive rebound by J. Poeltl
7:15.0,,,58-73,+2,J. Poeltl makes 2-pt layup at rim
7:07.0,Shooting foul by S. Barnes (drawn by Z. Williamson),,58-73,,
7:07.0,Z. Williamson makes free throw 1 of 2,+1,59-73,,
7:07.0,,,59-73,,J. Mogbo enters the game for S. Barnes
7:07.0,Z. Williamson makes free throw 2 of 2,+1,60-73,,
6:59.0,,,60-73,,Personal foul by J. Fears (drawn by J. Shead)
6:59.0,,,60-73,,Toronto full timeout
6:45.0,,,60-73,,B. Ingram misses 2-pt layup from 3 ft (block by H. Jones)
6:41.0,,,60-73,,Offensive rebound by J. Mogbo
6:39.0,,,60-76,+3,R. Barrett makes 3-pt jump shot from 26 ft (assist by J. Mogbo)
6:23.0,Z. Williamson makes 2-pt layup from 5 ft,+2,62-76,,
6:23.0,Shooting foul by J. Poeltl (drawn by Z. Williamson),,62-76,,
6:23.0,Z. Williamson makes free throw 1 of 1,+1,63-76,,
6:02.0,,,63-76,,J. Shead misses 3-pt jump shot from 28 ft
5:59.0,Defensive rebound by Y. Missi,,63-76,,
5:46.0,Z. Williamson makes 2-pt layup from 3 ft,+2,65-76,,
5:46.0,,,65-76,,Toronto full timeout
5:32.0,,,65-76,,J. Mogbo misses 2-pt hook shot from 6 ft
5:29.0,Defensive rebound by J. Fears,,65-76,,
5:27.0,Shooting foul by J. Mogbo (drawn by J. Fears),,65-76,,
5:27.0,J. Fears misses free throw 1 of 2,,65-76,,
5:27.0,Offensive rebound by Team,,65-76,,
5:27.0,,,65-76,,S. Barnes enters the game for J. Mogbo
5:27.0,,,65-76,,S. Mamukelashvili enters the game for J. Poeltl
5:27.0,J. Fears makes free throw 2 of 2,+1,66-76,,
5:14.0,,,66-76,,S. Mamukelashvili misses 2-pt hook shot from 5 ft
5:13.0,Defensive rebound by Z. Williamson,,66-76,,
4:53.0,J. Fears misses 2-pt jump shot from 15 ft,,66-76,,
4:50.0,,,66-76,,Defensive rebound by B. Ingram
4:37.0,,,66-78,+2,R. Barrett makes 2-pt jump shot from 4 ft (assist by S. Barnes)
4:21.0,S. Bey misses 2-pt layup from 4 ft,,66-78,,
4:21.0,,,66-78,,Defensive rebound by Team
4:21.0,J. Poole enters the game for J. Fears,,66-78,,
4:11.0,,,66-81,+3,R. Barrett makes 3-pt jump shot from 22 ft (assist by S. Mamukelashvili)
3:48.0,Y. Missi misses 2-pt hook shot from 4 ft,,66-81,,
3:46.0,,,66-81,,Defensive rebound by S. Mamukelashvili
3:38.0,,,66-81,,S. Mamukelashvili misses 2-pt hook shot from 3 ft (block by Y. Missi)
3:35.0,Defensive rebound by Z. Williamson,,66-81,,
3:32.0,J. Poole misses 3-pt jump shot from 27 ft,,66-81,,
3:29.0,,,66-81,,Defensive rebound by R. Barrett
3:25.0,,,66-81,,Personal foul by J. Poole (drawn by B. Ingram)
3:25.0,D. Jordan enters the game for Y. Missi,,66-81,,
3:25.0,D. Queen enters the game for Z. Williamson,,66-81,,
3:25.0,,,66-81,,J. Walter enters the game for R. Barrett
3:12.0,,,66-83,+2,S. Barnes makes 2-pt dunk from 1 ft (assist by J. Shead)
2:54.0,J. Poole misses 3-pt jump shot from 23 ft,,66-83,,
2:50.0,Offensive rebound by H. Jones,,66-83,,
2:45.0,D. Queen makes 2-pt layup from 3 ft (assist by H. Jones),+2,68-83,,
2:34.0,,,68-83,,Shooting foul by J. Poole (drawn by J. Walter)
2:34.0,,,68-83,,J. Walter misses free throw 1 of 2
2:34.0,,,68-83,,Offensive rebound by Team
2:34.0,J. Hawkins enters the game for S. Bey,,68-83,,
2:34.0,,,68-83,,J. Battle enters the game for B. Ingram
2:34.0,,,68-84,+1,J. Walter makes free throw 2 of 2
2:22.0,D. Queen misses 2-pt jump shot from 8 ft,,68-84,,
2:20.0,Offensive rebound by D. Jordan,,68-84,,
2:20.0,Shooting foul by S. Mamukelashvili (drawn by D. Jordan),,68-84,,
2:20.0,D. Jordan makes free throw 1 of 2,+1,69-84,,
2:20.0,D. Jordan makes free throw 2 of 2,+1,70-84,,
2:09.0,,,70-86,+2,S. Barnes makes 2-pt jump shot from 14 ft (assist by J. Shead)
2:03.0,Personal foul by J. Battle (drawn by J. Poole),,70-86,,
2:03.0,J. Poole makes free throw 1 of 2,+1,71-86,,
2:03.0,K. MatkoviÄ enters the game for H. Jones,,71-86,,
2:03.0,J. Poole makes free throw 2 of 2,+1,72-86,,
1:53.0,,,72-86,,J. Walter misses 3-pt jump shot from 26 ft
1:48.0,Defensive rebound by D. Queen,,72-86,,
1:31.0,Turnover by K. MatkoviÄ (lost ball; steal by J. Battle),,72-86,,
